,traning_size,score
0,1,0.17517700510940157
1,2,0.36730924534995246
2,3,0.1783633859633429
3,4,0.18363993507990561
4,5,0.30343012620550913
5,6,-0.03980378874990964
6,7,0.024484103804456425
7,8,0.4382895387892164
8,9,0.06090333669503323
9,10,0.36729525683416314
