,n_of_feature,score
151,151,0.308566146979847
152,152,0.30708531123579225
153,153,0.30767157016026453
154,154,0.3110998865461358
155,155,0.3166285664189492
156,156,0.3131762075068269
157,157,0.30647406081289646
158,158,0.31520111950107343
159,159,0.31307391513964167
160,160,0.3115668637915996
161,161,0.3129523009721826
162,162,0.3059640162600221
163,163,0.31565271625434776
164,164,0.30610185508929
165,165,0.31290382398709365
166,166,0.320901361318603
167,167,0.31053318461338353
168,168,0.305075015839286
169,169,0.3117605264917738
170,170,0.31834070417242233
171,171,0.3121336198471313
172,172,0.3168958998706595
173,173,0.3146125616188859
174,174,0.3132352897783594
175,175,0.31240186423853333
176,176,0.30268380570720327
177,177,0.3099993362005272
178,178,0.3145822532962991
179,179,0.3074574994805002
180,180,0.30785499857001464
181,181,0.3177329596624951
182,182,0.31424254493453135
183,183,0.3165355025346889
184,184,0.3089715004690088
185,185,0.31623931158545227
186,186,0.3154983863088584
187,187,0.3100641024315597
188,188,0.3058857034823093
189,189,0.3114205989559898
190,190,0.31853973019300785
191,191,0.31923414027606295
192,192,0.31730409070002835
193,193,0.30714001347126024
194,194,0.31169770280110803
195,195,0.31263631799134145
196,196,0.31207320117966864
197,197,0.3099587053816849
198,198,0.3136441400433618
199,199,0.3125620103000234
200,200,0.31013102161170386
201,201,0.3109254069828757
202,202,0.3248590251164282
203,203,0.30920472208494987
204,204,0.31036940725029777
205,205,0.31165237580003646
206,206,0.31158677453697203
207,207,0.3113032508048195
208,208,0.3116449391754574
209,209,0.3148118097849629
210,210,0.3120854577868649
211,211,0.3149268761998826
212,212,0.31237863534049587
213,213,0.3127763252375039
214,214,0.30769214920313975
215,215,0.3120827822919443
216,216,0.32114532966307907
217,217,0.3117274424038353
218,218,0.30586367020675204
219,219,0.3116895484135612
220,220,0.31629685041438005
221,221,0.3089293397147773
222,222,0.3150407728362095
223,223,0.3161119311723998
224,224,0.3088692935935738
225,225,0.3116614182928791
226,226,0.31484296947950885
227,227,0.31098782920658585
228,228,0.31356992212420953
229,229,0.3094674247248998
230,230,0.31322884621598923
231,231,0.3177703428146816
232,232,0.3092914718598349
233,233,0.31440988153348765
234,234,0.2995038889380945
235,235,0.3097468978695197
236,236,0.3141058193172305
237,237,0.31133805949354815
238,238,0.3138077803166226
239,239,0.310406381265539
240,240,0.31278975757094674
241,241,0.31129485864018486
242,242,0.31619905487514155
243,243,0.317030815927659
244,244,0.3124037142346827
245,245,0.310450484370472
246,246,0.31804066845967044
247,247,0.31461999707069555
248,248,0.3186256053846095
249,249,0.3070452447586476
250,250,0.31704667758559496
251,251,0.31035878548781987
252,252,0.3092670695422678
253,253,0.31092665183742035
254,254,0.310909246839412
255,255,0.3074380542580183
256,256,0.3136265680135127
257,257,0.3125296780695485
258,258,0.31187583558279763
259,259,0.31530436043278054
