,traning_size,score
0,1,0.42470256792462785
1,2,0.358254940401723
2,3,0.3606675053254813
3,4,0.07855540935356375
4,5,0.27573992524639124
5,6,0.2442244403417038
6,7,0.0961278106326644
7,8,0.23084610959909202
8,9,0.19317590438130142
9,10,0.15870389730369638
