,n_of_feature,score
241,241,0.4582505065176045
242,242,0.4587468829428154
243,243,0.456711004318637
244,244,0.45773268497946235
245,245,0.45553110202487934
246,246,0.4567112675458718
247,247,0.4578789008237895
248,248,0.45728459500499613
249,249,0.45831174343715847
250,250,0.4567798355464331
251,251,0.45717411025611165
252,252,0.457072477353452
253,253,0.45762792854676315
254,254,0.45718560900507227
255,255,0.45681254609879207
256,256,0.4576747255261557
257,257,0.45696838138955603
258,258,0.4569842345533842
259,259,0.4567088857267259
